User ,Agent,Intent,Slot,User Sentiment
What is its memory?,It is 32 GB internal RAM.,Query_Slot,null,Neu
What is its price?,It is 270 Euro,Query_Slot,null,Neu
But my budget is more around 500 Euro. Can you suggest a high range mobile?,At less price I am giving you the best deal,Slt_Info,Cost-500,Neg
But I want in higher range,V5 Plus by Vivo is available for a price of 450 Euro. It gives powerful performance along with a huge screen,Feedback,null,Neg
What is its color?,Its color is also unique. It is gold,Query_Slot,null,Neu
"Lovely, I will buy it.","Great choice, I am booking it for you.",Booking_Req,null,Pos
Thanks a ton,"Welcome,my pleasure.",Gratitude,null,Pos
254,254,254,254,254
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a black color multisim Samsung phone for my son.,Sure we have black color samsung phone. Is there any features you want in your phone?,Slt_Info,"Color-Black,Sim-M,Brand-Samsung",Neu
"I have budget constraints, it should be under 400 Euro","No problem, Model Galaxy S5 Neo by Samsung is a good phone in the market meeting all your requirements.",Slt_Info,Cost-400-,Neu
What is its display size?,It is 432 pixel,Query_Slot,null,Neu
I want a phone which has small display size,"If you watch a lot of movies/netflix etc ecpecially while travelling, this phone is very good. A full battery charged in a day is sufficient for 2-3 movies and online usage.",Slt_Info,Display_Size-Small,Neu
But I am not comfortable with big screen phone,"Okay no problem, Galaxy Xcover 4 by Samsung is also a good phone with small display size screen",Feedback,null,Neg
What is its price?,It is 240 Euro,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
255,255,255,255,255
"Hi, I want to buy a phone","Hello, Sure we have many models available in our store. Do you have any specific requirements?",Phn_SelReq,null,Neu
"Yes, it should have good battery and storage.",Eluga Ray X by Panasonic has very good battery life of 4000 mAH and RAM of 4 GB.,Slt_Info,"Battery-Good,RAM-Good,Internal_RAM-Good",Neu
What is its color?,It's rose gold in color.,Query_Slot,null,Neu
I am looking for non gold color,But rose gold color is rare to find in the market,Slt_Info,Color-Non Gold,Neu
But gold is not my liking,"Okay, then I will recommend Xperia XZ Premium by Sony. This phone is very much in demand",Feedback,null,Neg
What is its cost?,Price is 750 Euro.,Query_Slot,null,Neu
Ok book this one for me,"Yeah Sure, Completing the booking process .",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
256,256,256,256,256
"Hello, I want a impressive phone as I do most of my office work on phone.","Sure, is there any other features you want in your phone?",Phn_SelReq,null,Neu
yes I want long lasting battery with big display size.,"Well, then Xperia XZ Premium by Sony will be perfect for you as it has screen size of 807 pixel and its battery lasts for two days",Slt_Info,"Battery-Good,Display_Size-Big",Neu
What is its weight?,It is 195 gms,Query_Slot,null,Neu
Oh that's a bit heavy. Can you suggest some other phone with light weight,It's not that heavy and this phone is getting very good review,Slt_Info,Weight_g-Light,Neg
Yes I understand your point but still I would prefer light weight phone,Then you should go for Xperia Z1 by Sony. It is light weight and also has large screen size,Feedback,null,Neg
What is its color?,It's available in $Co$,Query_Slot,null,Neu
I will take it then,"Sure, I am booking this for you",Booking_Req,null,Neu
Thannks a ton. You have been very helpful.,My pleasure,Gratitude,null,Pos
257,257,257,257,257
"Hey, I want to buy a phone.",Any specific phone you want?,Phn_SelReq,null,Neu
I want to buy Xiaomi phone.,Mi Note Pro by Xioami is a very good phone. It has very good battery.,Slt_Info,Brand-Xiaomi,Neu
How is the camera quality?,Front camera is 4 MP and back camera is 13 MP.,Query_Slot,null,Neu
That's very good. What is its display screen size?,It is 515 pixel,Query_Slot,null,Neu
"Oh, that's big. I want a small display size phone.","The larger a display is, the easier it is to read and the easier it is to type. Bigger tends to be better, especially if you plan on wearing gloves in winter when using your mobile.",Slt_Info,Display_Size-Small,Neg
I'll have more room in my bags and pockets with a small screen size phone.,Okay Redmi 3x by Xiaomi is a very good phone. You can also take great snaps with this phone,Feedback,null,Neg
What is it's price?,It is 170 Euro.,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton.,My pleasure.,Gratitude,null,Pos
258,258,258,258,258
"Hi, I am looking for a good phone.","Hello, what are your requirements for the same?",Phn_SelReq,null,Neu
I want to buy a 2014 apple mobile as its price has reduced.,iPhone 6 Plus by Apple is very good phone,Slt_Info,"Brand-Apple,Released_Yr-2014",Neu
How is the battery life?,It is 2915 mAH.,Query_Slot,null,Neu
What is it's colour?,It's Space Gray,Query_Slot,null,Neu
What is it's cost?,it's 700 euro.,Query_Slot,null,Neu
"Oh, then also it's out of my budget. My budget is 600.","This is a phone with a huge, near perfect screen, top-end performance, and great build quality. It's price has decreased",Slt_Info,Cost-600-,Neg
I understand but I have budget constraints.,Buy this iPhone 6 by apple phone. It is 2014 released but very good performance wise,Feedback,null,Neg
"Ok, can you book it for me?",Yes done,Booking_Req,null,Neu
Thanks for help.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
259,259,259,259,259
I am in urgent need of a phone.,What type of Phone you want?,Phn_SelReq,null,Neu
I want a light weight phone with a RAM of 4 GB.,"Sure, Zenfone 3 Laser ZC551KL by Asus meets your requirements. It has 4 GB RAM and 150 gms weight.",Slt_Info,"Weight_g- Light,RAM-4",Neu
What is it's battery?,It is 3000 mAH,Query_Slot,null,Neu
"Oh, that's less, do you have some other brand phone with a better battery?",This smartphone has 3000 mAH battery capacity to ensure all-day usage.,Slt_Info,Battery-Good,Neg
Does it have Dual Sim?,Yes it has DualSim.,Confirm_Q,Sim-D,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help.,Welcome,Gratitude,null,Pos
260,260,260,260,260
"Hello, can you help me in selecting a phone?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a trendy lightweight GPS operated phone.,Z30 by BlackBerry meets your demand.,Slt_Info,"Weight_g-Light,GPS-Y",Neu
What is it's display size?,It is 294 pixel.,Query_Slot,null,Neu
"Oh, that's quite small. I want a big display size phone as I love watching videos.",This phone has got thin mettalic body with generous battery. It can easily fit in your pocket,Slt_Info,Display_Size-Big,Neg
Yeah but I am not a big fan of a small screen size phone.,"Yes, You can buy DTEK60 by BlackBerry. Its cost is only 530 Euro",Feedback,null,Neg
What colour is it available?,It's available in black color.,Query_Slot,null,Neu
"Okay, I will buy it then.","okay, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your help.,My pleasure.,Gratitude,null,Pos
261,261,261,261,261
"Hey, I want to buy a trendy phone.","Good Morning, Is there any other specific features you want in your phone?",Phn_SelReq,null,Neu
"Hi, I want to buy the best android phone.",is that all?,Slt_Info,OS-And,Neu
I want something under 700 Euro.,P10 Plus by Huawei is prefered by most of the users,Slt_Info,Cost-700-,Neu
What is it's internal RAM?,It is 64 GB,Query_Slot,null,Neu
"Oh, that's very less. It will not solve my purpose. I need at least 128 GB of internal RAM.","It has slots for MicroSD cards, which offer additional storage memory beyond what your device already contains.",Slt_Info,Internal_RAM-128,Neg
"But you’ll have to manually send content there, or instruct your phone to save certain media types to external storage whenever possible.",nova 2 plus by Huawei phone can be bought,Feedback,null,Neg
What is it's cost?,Its price is 380 Euro.,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help.,"Welcome, it's my pleasure",Gratitude,null,Pos
262,262,262,262,262
"Hi, can you help me in choosing a good phone?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
It should be a dual sim phone and 2015 launched phone.,Model Butterfly 3 by HTC is one of the best phone meeting your requirements,Slt_Info,"Sim-D,Released_Yr-2015",Neu
How much does it cost ?,it costs 300 Euro only,Query_Slot,null,Neu
what is it's color ?,The color is Blue,Query_Slot,null,Neu
"Oh , is it possible in Black?","Its available in Blue only. This is a phone with a huge, near perfect screen, top-end performance, and great build quality",Slt_Info,Color-Black,Neg
"Ok, can you book it for me.",Yes done,Booking_Req,null,Neu
Thanks for help.,Welcome and thank you so much for visiting us.,Gratitude,null,Pos
263,263,263,263,263
"Hi, I want to buy a mobile.","Hello,sure any specific features you want in that phone",Phn_SelReq,null,Neu
I am looking for an Oppo phone with good battery life.,"sure, F3 by Oppo can be good option for you. It's picture quality is superb",Slt_Info,"Brand-Oppo,Battery-Good",Neu
What is it's price?,Its cost is 380 Euro.,Query_Slot,null,Neu
That's a bit on the expensive side. Do have any phone under 270 Euro.,With great cost comes additional features,Slt_Info,Cost-270-,Neg
It is a bit costly for me. My budget is 270,"Ok, then you can go for R7s by Oppo Phone. Its cost is only 260 Euro",Feedback,null,Neg
Sounds perfect. I will buy it.,"Okay, i am booking this phone for you",Booking_Req,null,Pos
It was nice interacting with you. Thanks for your patience and help.,Its my job and I am happy to serve my customer.,Gratitude,null,Pos
264,264,264,264,264
"Hello, I want to buy the best selling model phone.",Definitely I can assist you. Do you have any specific requirements?,Phn_SelReq,null,Neu
"Yes, I need a Samsung phone with multisim at less cost.",You can take Galaxy Xcover 4 by Samsung,Slt_Info,"Brand-Samsung,Sim-M,Cost-Less",Neu
What is it's memory?,It's 2 GB Ram.,Query_Slot,null,Neu
That is too less. Can you suggest a phone with 4 GB Ram and being widely used.,You can increase the space using memory SD card,Slt_Info,RAM-4,Neg
Having more RAM is important for multitasking because it allows switching between apps.,Then you should buy Galaxy Tab S 8.4 LTE by Samsung. It has very good picture quality.,Feedback,null,Neg
What is it's cost?,Its 370 Euro.,Query_Slot,null,Neu
Sounds good to me. I will take it.,Perfect choice. I will pack it for you.,Booking_Req,null,Pos
Thanks a lot for your patience and time.,It's my job and I love doing it.,Gratitude,null,Pos
265,265,265,265,265
"Hi, can you please help me in selecting a phone?","Yeah Sure, May i know what are your requirements?",Phn_SelReq,null,Neu
I want to buy a phone with a 13MP secondary camera as I take a lot of selfies.,U Ultra by HTC is very good for front camera .,Slt_Info,S_Camera-13+,Neu
What is its display size?,It is 513 Pixel,Query_Slot,null,Neu
That's very big. I want a small display size phone.,This smartphone comes with a massive 3000 mAH battery capacity to ensure you don’t need to charge more than once a day.,Slt_Info,Display_Size-Small,Neg
But I am not a fan of big displays.,Desire 10 Pro by HTC will solve your purpose,Feedback,null,Neg
How much does it cost ?,It's cost is 460 Euro,Query_Slot,null,Neu
"Okay, book it for me.",Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
266,266,266,266,266
I need a phone.,"sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
The phone should have less weight and a good primary camera.,One M9s by HTC will be a good choice. Its weight is 153 gms,Slt_Info,"P_Camera-Good,Weight_g-Less",Neu
What is it's color?,It is Dazzling Gold color,Query_Slot,null,Neu
Whta is it's primary Camera?,It is 13 MP,Query_Slot,null,Neu
oh that's too less. I want at least 16 MP primary camera,you can take some truly great snaps with this phone,Slt_Info,P_Camera-16,Neg
I would like to go for an mp or more camera phone.,10 evo by HTC has less weight and is awsome for camera,Feedback,null,Neg
What is it's price?,It is 570 Euro. It's a very good phone. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Pos
Thanks a ton.,My pleasure,Gratitude,null,Pos
267,267,267,267,267
"Hello, I need your help in buying a phone.",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want a silver-coloured single sim phone.,K6 by Lenovo is silver color single sim phone.,Slt_Info,"Color-Silver,Sim-S",Neu
what is it's camera quality?,it's 13 MP for primary and 8 MP for secondary,Query_Slot,null,Neu
"Oh, that's too less. I take many pictures too. I want a high-quality primary camera.",It captures some very impressive photos,Slt_Info,P_Camera-Good,Neg
Yes but I would need a high MP camera phone.,K6 Note by Lenovo is knows for its camera quality.,Feedback,null,Neg
what is it's cost?,its cost is 250 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot.,My pleasure,Gratitude,null,Pos
268,268,268,268,268
"Hello, I am in search of a good phone.",Any specific phone you need?,Phn_SelReq,null,Neu
