User ,Agent,Intent,Slot,User Sentiment
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it. Your booking reference number is 1212_25",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
107,107,107,107,107
I am in urgent need of a phone,What type of Phone you want?,Phn_SelReq,null,Neu
I want a small Display Size phone with the internal RAM of 64 GB.,"Sure, Mate 9 by Huawei. It has 64 GB RAM and 373 Pixel",Slt_Info,"Display_Size-Small,Internal_RAM-64GB",Neu
Sounds good. Does it has Radio jack?,"Sorry, Radio does not work on this phone.",Query_Slot,null,Neu
"My bad luck,do you have some other brand phone with same feature?","If you leave Radio Jack aside , this phone is really good",Slt_Info,Radio-Y,Neg
Suggest me some other phone coz often listen to Radio,W909 by Gionee is in great demand these days.,Feedback,null,Neg
Does GPS works on it?,Yes it works.,Query_Slot,nll,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
108,108,108,108,108
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Camera should be excellent,You can buy Xplay6 by Vivo,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
How much storage does it offer?,It has 6GB RAM.,Query_Slot,null,Neu
And how about the Primary Camera?,The camera Quality is 16MP front.,Query_Slot,null,Neu
How much storage does it offer?,It has got the storage of 128 GB internal RAM,Query_Slot,null,Neu
How much is it for?,It’s for 700 Euro,Query_Slot,null,Neu
"Oh no, that’s very expensive, help me with a cost-effective phone which has got both good camera and good storage.","If you overlook the price, this phone is in great demand these days. Its battery will last long and it runs smoothly. It will not hang",Slt_Info,Cost-Less,Neg
Yeah but my budget is less. I can't afford it,"Then, you can buy Xplay5 by Vivo. It has 128GB Memory. It cost only 520 Euro.",Feedback,null,Neg
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
109,109,109,109,109
"Hey, I want to gift a phone to my brother","Lovely, Any specific features you are looking for in your phone?",Phn_SelReq,null,Neu
"yes, I want a big display size GPS operated phone",Xperia XZ Premium by Sony has display size of 807 pixel and is widely used for GPS.,Slt_Info,"Display_Size-Big,GPS-Y",Neu
What is its price?,It's 750Euro.,Query_Slot,null,Neu
Unfortunately that's too costly for me. Do you have something in less?,"At this price you will definitely get better possesor, more ram and more storage",Slt_Info,Cost-Less,Neg
"Yes, but i can't spend that much on my phone",You can buy Xperia Z5 Premium Dual by Sony. It also has display screen of 801 pixeland price is also 510 Euro,Feedback,null,Neg
What is its color?,it's Chrome,Query_Slot,null,Neu
what is its weight?,It is 180 gms,Query_Slot,null,Neu
Sounds good to me. Please book it for me,"Sure, I am booking it for you.",Booking_Req,null,Pos
Thanks for all your time.,You are always welcome.My pleasure,Gratitude,null,Pos
110,110,110,110,110
"Good Evening, I am looking for a phone","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has high RAM and good battery life.,Mate 9 by Huawei will be a good choice. Its internal RAM is 64 GB.,Slt_Info,"RAM-Good,Battery-Good",Neu
What is its color?,It is Agate Red,Query_Slot,null,Neu
what about radio ?,No it does not work,Query_Slot,null,Neu
"Oh, I want radio in my phone",Most of the good phone does not have radio.,Slt_Info,Radio-Y,Neg
But I often listen to Radio,Then G4 Stylus by LG will be a perfect choice for you with good memory.,Feedback,null,Neg
What is its price?,It is 250Euro. It's a new phone in the market. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Pos
thanks a ton,My pleasure,Gratitude,null,Pos
111,111,111,111,111
"Hey, I want to buy a phone.","Sure, any speciifc requirements you have for the phone?",Phn_SelReq,null,Neu
I want a tripel sim phone.,Liquid X2 by Acer is a triple sim phone.,Slt_Info,Sim-T,Neu
what is its camera quality?,it's 13 MP for both front and back.,Query_Slot,null,Neu
What is its color?,It's black in color.,Query_Slot,null,Neu
I don't like black color. Do you have in some other color?,This is limited edition phone and is selling like hot cake. You should buy this phone only,Slt_Info,Color-Non Black,Neg
what is its cost?,its cost is 190 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you. Your reference number is 2012_34",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,My pleasure,Gratitude,null,Pos
112,112,112,112,112
I am looking for a good phone,"Sure, any specific features you have in your mind?",Phn_SelReq,null,Neu
I want a small display size phone with good internal RAM,"Sure, Is the all requirement ?",Slt_Info,"Display_Size-Small,Internal_RAM-Good",Neu
I want in black color.,"Great , Porsche Design P'9983 by Blackberry is a good phone",Slt_Info,Color-Black,Neu
What is its OS,It's BlackBerry.,Query_Slot,null,Neu
I don't want BlackBerry OS phone. I am comfortable with Android operating phone,Its an user friendly OS where you can easily get new and updated thousands of apps.,Slt_Info,OS-And,Neg
What color is it available in your store/?,It's in black only,Query_Slot,null,Neu
"Okay, I will book it","great, I am booking your order",Booking_Req,null,Neu
Thanks a lot.,Welcome My pleasure.,Gratitude,null,Pos
113,113,113,113,113
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. Camera quality is my primary focus.,One E9+ by HTC is a good phone.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
What is its primary and secondary camera quality?,It is 20 MP-Primary and 13 MP-Secondary,Query_Slot,null,Neu
"oh, I take too many selfie so I want higher quality secondary phone i.e 13 MP+.",This phone's picture quality is very good.,Slt_Info,S_Camera-13+,Neg
True but my friend have suggested to go for phone with 13 MP secondary camera,R11 Plus by Oppo has dual camera and 20 secondary camera.,Feedback,null,Neg
What is its price?,It is 500 Euro,Query_Slot,null,Neu
I will buy it.,"Great, I am booking it for you.",Booking_Req,null,Neu
Thank you for your time,I am happy to help you,Gratitude,null,Pos
114,114,114,114,114
"Hi, I want to buy a phone","Sure, is there any specific requirements you have?",Phn_SelReq,null,Neu
I want recent released HTC phone.,One X10 by HTC is very good phone in the market. It is getting very good response from the public,Slt_Info,Brand-HTC,Neu
What is its cost?,It is 330 Euro.,Query_Slot,null,Neu
I am looking for a phone which is less that 250 Euro,Buy this phone it has very good memory.,Slt_Info,Cost-250-,Neg
Yeah but I have limited money so can't afford it,Desire 650 by HTC's price is only 200 Euro.,Feedback,null,Neg
I will buy it.,"No problem, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot,You are always welcome.It's my pleasure to serve you.,Gratitude,null,Pos
115,115,115,115,115
"Hello, I am in search of a good phone.",You are at the right place. Any specific phone you need?,Phn_SelReq,null,Neu
"No, It should be DualSim and GPS operated phone","Sure, many phones are available at our store. Marathon M5 Plus by Gionee will be a good choice",Slt_Info,"Sim-D,GPS-Y",Neu
"Great, what is its ReleasedYear and ReleasedMonth?",It is jan 2015,Query_Slot,null,Pos
"oh, that's an old phone. Do you have recently released phone?",Even though it is old but this phone is still very much in demand and its price has also decreased,Slt_Info,Released_Yr-Recent,Neg
But I would go for recently released phone,Y7 Prime by Huawei is one choice for you. It was launched in June 2017.,Feedback,null,Neg
What is its cost?,Its cost is 250 Euro,Query_Slot,null,Neu
What is its weight,It is 165 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
116,116,116,116,116
"Hi, I want to buy a phone","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
"Actually, I am not restricted to any particular model but i need to have a phone that have high memory.",W909 by Gionee will be a good choice for you.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neu
What is its memory?,It is 64 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 550Euro,Query_Slot,null,Neu
"Unfortunately, that's too costly for me. Do you have 64 GB internal memory phone with lower price?","Cost is bit high but this phone's camera has features like Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus.",Slt_Info,"Internal_RAM-64,Cost-Less",Neg
That is good to know but can't afford it,Porsche Design P'9982 by Blackberry has memory of 64GB and its price is 390,Feedback,null,Neg
What is its color?,Silver is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
117,117,117,117,117
"Hi, I am interested in buying a phone.","Good Evening, any specific feature you want in your phone",Phn_SelReq,null,Neu
"Yes, it should be light weight and should have small screen",Zenfone Live ZB501KL by Asus is a light weight phone with small screen size,Slt_Info,"Weight_g-Light,Display_Size-Small",Neu
What is its color?,Shimmer Gold is its color.,Query_Slot,null,Neu
Can you recommend black color light weight and small screen phone?,Specifically for color don't leave this phonebecause it is really good performance wise,Slt_Info,Color-Black,Neu
But Gold color is not my choice,You can take Noir Z8 by QMobile.,Feedback,null,Neg
What is its price?,its price 170 Euro.,Query_Slot,null,Neu
Lovely it is under my budget. I will buy it.,"Thanks, I am booking it for you.",Booking_Req,null,Pos
Thank you so much,You are most welcome,Gratitude,null,Pos
118,118,118,118,118
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model model are you looking for?",Phn_SelReq,null,Neu
I don't have any specific mobile in my mind. You suggest me a good phone,Xplay6 by Vivo is a very good phone. It's very much in demand these days.,Slt_Info,null,Neu
What is its memory?,It is 128 GB internal RAM.,Query_Slot,null,Neu
What is its price?,It is 700 Euro,Query_Slot,null,Neu
But my budget is less around 300 Euro. Can you suggest in this range?,It is very good phone. At less price company has tried to incorporate many features,Slt_Info,Cost-300-,Neg
I can't afford it,Idol 4 by Alcatel is also a very good phone.It's price is 250 Euro.,Feedback,null,Neu
What is its color?,Its color is also unique. It is Aurora Blue.,Query_Slot,null,Neu
"Lovely, I will buy it.","Great choice, I am booking it for you.",Booking_Req,null,Pos
Thanks a ton,"Welcome,my pleasure.",Gratitude,null,Pos
119,119,119,119,119
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a Aquamarine Green color singlesim phone for my son.,"Hello, sure we have brown color phone. Is there any features you want in your phone?",Slt_Info,"Color-Aquamarine Green,Sim-S",Neu
"I have budget constraints, it should be under 200 Euro","No problem, Model Liquid Z500 by Acer is a good phone in the market meeting all your requirements.",Slt_Info,Cost-200-,Neu
What is its display size?,It is 294 pixel,Query_Slot,null,Neu
I want a phone which has big display size,But this phone has done a great job in making things look easy to use.,Slt_Info,Display_Size-Big,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
120,120,120,120,26
"Hi, I want to buy a phone","Hello, Sure we have many models available in our store. Do you have any specific requirements?",Phn_SelReq,null,Neu
"Yes, it should have good battery and storage.",Mate 9 by Huawei has very good battery life of 4000mAH and RAM of 4 GB.,Slt_Info,"Battery-Good,RAM-Good,Internal_RAM-Good",Neu
What is its color?,It's Agate Red in color.,Query_Slot,null,Neu
I am looking for Pearl White color,But agate Red is very unique.,Slt_Info,Color-Pearl White,Neu
I don't find comfortable in carrying red phone,"Okay, then I will recommend Iconia Honor 8 Pro by Huawei. This phone is very much in demand",Feedback,null,Neg
What is its cost?,Price is 550 Euro.,Query_Slot,null,Neu
Ok book this one for me,"Yeah Sure, Completing the booking process .",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
121,121,121,121,121
"Hello, I want a good phone as I do most of my office work on phone.","Sure, is there any features you want in your phone?",Phn_SelReq,null,Neu
"Yes, battery should lasts long as I travel a lot.","Well, then Axon Lux by ZTE will be perfect for you as it has screen size of 534 and its battery lasts for two days",Slt_Info,Battery-Good,Neu
What is its weight?,It is 168gms,Query_Slot,null,Neu
Oh that's a bit heavy. Can you suggest some other phone with light weight,"Sir, it's not that heavy and this phone is getting very good review",Slt_Info,Weight_g-Light,Neg
Yes I understand your point but still I would prefer light weight phone,Then you should go for One Dual Sim by HTC. It is light weight and also has large screen size,Feedback,null,Neg
What is its color?,It's available in Silver,Query_Slot,null,Neu
I will take it then,"Sure, I am booking this for you",Booking_Req,null,Neu
Thanks a ton. You have been very helpful.,My pleasure,Gratitude,null,Pos
122,122,122,122,122
"Hey, I want to buy a phone",Any specific phone you want?,Phn_SelReq,null,Neu
I want to buy U8150 IDEOS by Huawei,"Sure, sorry this phone is out of stock in our store. But We have Honor 7 by Huawei. It is also a very good phone. It has very good battery.",Slt_Info,"Brand-Huawei,Model-U8150 IDEOS",Neu
